segment,hydro_scenario,degradation_scenario,time_yr,element,x_mid_m,is_node_zone,q_effective_N_m,deflection_mm,sigma_bending_MPa,tau_shear_MPa,failure_index,failure_mode,E_L_GPa,sigma_t_ult_MPa,tau_ult_MPa,sed_fill_pct,veg_factor,deg_factor,defl_span_ratio,wall_thickness_mm
INF,median,baseline,6.0,22,1.185,True,50.5878,0.1549,0.506605,0.055732,0.000167,shear,8.3721,125.5817,4.5349,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.0,23,1.195,True,50.5878,0.1506,0.493104,0.056436,0.00017,shear,8.3721,125.5817,4.5349,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.0,24,1.2375,False,50.5878,0.1163,0.240803,0.033014,2.6e-05,shear,8.3721,125.5817,6.9768,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.0,25,1.3125,False,50.5878,0.0792,0.178552,0.035944,2.9e-05,shear,8.3721,125.5817,6.9768,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.0,26,1.3875,False,50.5878,0.0401,0.111011,0.038874,3.2e-05,shear,8.3721,125.5817,6.9768,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.0,27,1.4625,False,50.5878,0.0,0.038179,0.041804,3.6e-05,shear,8.3721,125.5817,6.9768,96.0,0.9997,0.6977,0.000171,9.0
INF,median,baseline,6.5,0,0.035,False,50.0931,0.0396,0.036178,0.042919,4e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,1,0.105,False,50.0931,0.0784,0.105361,0.040065,3.6e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,2,0.175,False,50.0931,0.1155,0.169786,0.037211,3.2e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,3,0.245,False,50.0931,0.1502,0.229452,0.034357,2.9e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,4,0.285,True,50.0931,0.1549,0.470889,0.058908,0.000194,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,5,0.295,True,50.0931,0.1596,0.484834,0.058174,0.000191,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,6,0.335,False,50.0931,0.1901,0.299174,0.030688,2.7e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,7,0.405,False,50.0931,0.2168,0.347964,0.027834,2.5e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,8,0.475,False,50.0931,0.239,0.391995,0.02498,2.4e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,9,0.545,False,50.0931,0.2563,0.431268,0.022126,2.3e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,10,0.585,True,50.0931,0.2583,0.813181,0.036892,0.000115,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,11,0.595,True,50.0931,0.2602,0.821882,0.036158,0.000113,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,12,0.635,False,50.0931,0.2704,0.474769,0.018457,2.3e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,13,0.705,False,50.0931,0.2747,0.503166,0.015603,2.2e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,14,0.775,False,50.0931,0.2728,0.520866,0.001494,1.8e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,15,0.845,False,50.0931,0.2647,0.498183,0.018591,2.4e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,16,0.885,True,50.0931,0.2631,0.863796,0.0364,0.000119,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,17,0.895,True,50.0931,0.2613,0.855039,0.037134,0.00012,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,18,0.935,False,50.0931,0.2459,0.454394,0.022261,2.5e-05,bending,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,19,1.005,False,50.0931,0.2251,0.414898,0.025114,2.5e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,20,1.075,False,50.0931,0.1997,0.370643,0.027968,2.6e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,21,1.145,False,50.0931,0.17,0.321629,0.030822,2.8e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,22,1.185,True,50.0931,0.1655,0.525023,0.058415,0.000195,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,23,1.195,True,50.0931,0.1609,0.511021,0.059149,0.000198,shear,8.1247,121.8702,4.4009,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,24,1.2375,False,50.0931,0.1242,0.249534,0.034593,3e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,25,1.3125,False,50.0931,0.0846,0.185001,0.037651,3.3e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,26,1.3875,False,50.0931,0.0428,0.115007,0.040709,3.7e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,6.5,27,1.4625,False,50.0931,0.0,0.039549,0.043766,4.2e-05,shear,8.1247,121.8702,6.7706,97.0,0.9999,0.6771,0.000183,8.5
INF,median,baseline,7.0,0,0.035,False,49.6017,0.0425,0.037602,0.045082,4.7e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,1,0.105,False,49.6017,0.084,0.109518,0.042094,4.2e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,2,0.175,False,49.6017,0.1238,0.176505,0.039106,3.8e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,3,0.245,False,49.6017,0.161,0.238561,0.036118,3.4e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,4,0.285,True,49.6017,0.1661,0.489616,0.061938,0.000227,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,5,0.295,True,49.6017,0.1711,0.504124,0.06117,0.000223,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,6,0.335,False,49.6017,0.2038,0.311102,0.032276,3.1e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,7,0.405,False,49.6017,0.2325,0.361889,0.029287,2.9e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,8,0.475,False,49.6017,0.2563,0.407745,0.026299,2.8e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,9,0.545,False,49.6017,0.2748,0.448671,0.023311,2.7e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,10,0.585,True,49.6017,0.2769,0.846081,0.038886,0.000134,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,11,0.595,True,49.6017,0.279,0.855156,0.038118,0.000132,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,12,0.635,False,49.6017,0.2899,0.494046,0.019469,2.6e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,13,0.705,False,49.6017,0.2945,0.523702,0.016481,2.6e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,14,0.775,False,49.6017,0.2925,0.542216,0.001569,2.1e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,15,0.845,False,49.6017,0.2838,0.518524,0.019619,2.8e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,16,0.885,True,49.6017,0.2821,0.898961,0.038388,0.000139,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,17,0.895,True,49.6017,0.2802,0.889823,0.039156,0.000141,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,18,0.935,False,49.6017,0.2636,0.47283,0.023461,2.9e-05,bending,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,19,1.005,False,49.6017,0.2414,0.431656,0.026449,3e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,20,1.075,False,49.6017,0.2141,0.385552,0.029438,3.1e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,21,1.145,False,49.6017,0.1823,0.334518,0.032426,3.2e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,22,1.185,True,49.6017,0.1774,0.546017,0.06144,0.000228,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,23,1.195,True,49.6017,0.1725,0.531445,0.062209,0.000232,shear,7.8846,118.2684,4.2708,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,24,1.2375,False,49.6017,0.1332,0.259486,0.036375,3.5e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,25,1.3125,False,49.6017,0.0907,0.192355,0.039576,3.9e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,26,1.3875,False,49.6017,0.0459,0.119563,0.042778,4.3e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.0,27,1.4625,False,49.6017,0.0,0.041112,0.04598,4.9e-05,shear,7.8846,118.2684,6.5705,98.0,1.0,0.657,0.000196,8.0
INF,median,baseline,7.5,0,0.035,False,48.913,0.0456,0.039127,0.047409,5.5e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,1,0.105,False,48.913,0.0902,0.113976,0.044281,4.9e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,2,0.175,False,48.913,0.1329,0.183718,0.041153,4.4e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,3,0.245,False,48.913,0.1729,0.248352,0.038024,4e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,4,0.285,True,48.913,0.1783,0.509762,0.065226,0.000267,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,5,0.295,True,48.913,0.1837,0.524881,0.064422,0.000263,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,6,0.335,False,48.913,0.2189,0.323948,0.034002,3.6e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,7,0.405,False,48.913,0.2496,0.376909,0.030874,3.4e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,8,0.475,False,48.913,0.2752,0.424761,0.027746,3.3e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,9,0.545,False,48.913,0.295,0.467507,0.024617,3.1e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,10,0.585,True,48.913,0.2974,0.881727,0.041094,0.000157,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,11,0.595,True,48.913,0.2996,0.891217,0.040289,0.000155,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,12,0.635,False,48.913,0.3114,0.514961,0.020595,3.1e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,13,0.705,False,48.913,0.3163,0.546032,0.017467,3e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,14,0.775,False,48.913,0.3141,0.56547,0.00165,2.4e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,15,0.845,False,48.913,0.3048,0.540644,0.020768,3.3e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,16,0.885,True,48.913,0.3029,0.937158,0.040599,0.000163,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,17,0.895,True,48.913,0.3009,0.927595,0.041404,0.000165,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,18,0.935,False,48.913,0.2831,0.492829,0.02479,3.4e-05,bending,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,19,1.005,False,48.913,0.2592,0.449802,0.027918,3.5e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,20,1.075,False,48.913,0.2299,0.401668,0.031046,3.6e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,21,1.145,False,48.913,0.1957,0.348427,0.034174,3.8e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,22,1.185,True,48.913,0.1905,0.568653,0.064732,0.000268,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,23,1.195,True,48.913,0.1852,0.553462,0.065536,0.000273,shear,7.6515,114.7731,4.1446,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,24,1.2375,False,48.913,0.143,0.270207,0.038308,4.2e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,25,1.3125,False,48.913,0.0973,0.200264,0.04166,4.6e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,26,1.3875,False,48.913,0.0493,0.124458,0.045012,5.1e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,7.5,27,1.4625,False,48.913,0.0,0.042789,0.048363,5.8e-05,shear,7.6515,114.7731,6.3763,98.5,1.0,0.6376,0.000211,7.5
INF,median,baseline,8.0,0,0.035,False,48.2172,0.0492,0.040889,0.050068,6.6e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,1,0.105,False,48.2172,0.0973,0.119124,0.04678,5.8e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,2,0.175,False,48.2172,0.1433,0.192046,0.043492,5.2e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,3,0.245,False,48.2172,0.1864,0.259657,0.040203,4.8e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,4,0.285,True,48.2172,0.1923,0.53302,0.068984,0.000317,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,5,0.295,True,48.2172,0.1981,0.548845,0.068138,0.000311,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,6,0.335,False,48.2172,0.236,0.338777,0.035976,4.3e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,7,0.405,False,48.2172,0.2692,0.394244,0.032687,4e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,8,0.475,False,48.2172,0.2968,0.444399,0.029399,3.8e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,9,0.545,False,48.2172,0.3182,0.489241,0.026111,3.7e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,10,0.585,True,48.2172,0.3207,0.922853,0.043617,0.000186,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,11,0.595,True,48.2172,0.3231,0.932822,0.042772,0.000183,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,12,0.635,False,48.2172,0.3358,0.539088,0.021883,3.6e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,13,0.705,False,48.2172,0.3412,0.571787,0.018595,3.5e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,14,0.775,False,48.2172,0.3388,0.592286,0.001743,2.8e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,15,0.845,False,48.2172,0.3288,0.566155,0.02208,3.9e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,16,0.885,True,48.2172,0.3267,0.981216,0.043126,0.000193,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,17,0.895,True,48.2172,0.3245,0.971165,0.043972,0.000196,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,18,0.935,False,48.2172,0.3053,0.515899,0.026308,4e-05,bending,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,19,1.005,False,48.2172,0.2795,0.470738,0.029596,4.1e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,20,1.075,False,48.2172,0.2479,0.420266,0.032884,4.2e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,21,1.145,False,48.2172,0.2111,0.36448,0.036173,4.5e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,22,1.185,True,48.2172,0.2054,0.594782,0.068493,0.000319,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,23,1.195,True,48.2172,0.1997,0.578876,0.069339,0.000324,shear,7.4254,111.381,4.0221,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,24,1.2375,False,48.2172,0.1542,0.282582,0.040518,4.9e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,25,1.3125,False,48.2172,0.105,0.209395,0.044041,5.4e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,26,1.3875,False,48.2172,0.0532,0.13011,0.047564,6e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.0,27,1.4625,False,48.2172,0.0,0.044725,0.051087,6.8e-05,shear,7.4254,111.381,6.1878,99.0,1.0,0.6188,0.000227,7.0
INF,median,baseline,8.5,0,0.035,False,47.5142,0.0533,0.042941,0.053136,7.8e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,1,0.105,False,47.5142,0.1054,0.12512,0.049663,7e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,2,0.175,False,47.5142,0.1553,0.201747,0.04619,6.3e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,3,0.245,False,47.5142,0.202,0.272822,0.042717,5.7e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,4,0.285,True,47.5142,0.2084,0.560105,0.073319,0.00038,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,5,0.295,True,47.5142,0.2146,0.57675,0.072426,0.000373,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,6,0.335,False,47.5142,0.2558,0.356045,0.038252,5.1e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,7,0.405,False,47.5142,0.2917,0.414428,0.034779,4.8e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,8,0.475,False,47.5142,0.3216,0.467259,0.031307,4.6e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,9,0.545,False,47.5142,0.3449,0.514537,0.027834,4.4e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,10,0.585,True,47.5142,0.3476,0.970716,0.046529,0.000223,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,11,0.595,True,47.5142,0.3502,0.981241,0.045636,0.000219,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,12,0.635,False,47.5142,0.364,0.567164,0.023369,4.3e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,13,0.705,False,47.5142,0.3698,0.601751,0.019896,4.2e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,14,0.775,False,47.5142,0.3672,0.623482,0.001849,3.3e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,15,0.845,False,47.5142,0.3563,0.595837,0.023595,4.6e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,16,0.885,True,47.5142,0.3541,1.032481,0.046043,0.00023,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,17,0.895,True,47.5142,0.3518,1.021863,0.046936,0.000234,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,18,0.935,False,47.5142,0.3309,0.542745,0.02806,4.7e-05,bending,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,19,1.005,False,47.5142,0.303,0.495106,0.031533,4.9e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,20,1.075,False,47.5142,0.2687,0.441914,0.035005,5.1e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,21,1.145,False,47.5142,0.2288,0.38317,0.038478,5.4e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,22,1.185,True,47.5142,0.2227,0.625203,0.072833,0.000382,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,23,1.195,True,47.5142,0.2165,0.608466,0.073726,0.000388,shear,7.2059,108.0892,3.9032,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,24,1.2375,False,47.5142,0.1671,0.296992,0.043067,5.9e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,25,1.3125,False,47.5142,0.1138,0.220029,0.046788,6.5e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,26,1.3875,False,47.5142,0.0576,0.136692,0.050509,7.2e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,8.5,27,1.4625,False,47.5142,0.0,0.04698,0.05423,8.2e-05,shear,7.2059,108.0892,6.005,99.5,1.0,0.6005,0.000247,6.5
INF,median,baseline,9.0,0,0.035,False,46.8041,0.0581,0.045356,0.056715,9.5e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,1,0.105,False,46.8041,0.1149,0.132176,0.053027,8.4e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,2,0.175,False,46.8041,0.1693,0.213162,0.049339,7.6e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,3,0.245,False,46.8041,0.2202,0.288311,0.04565,6.9e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,4,0.285,True,46.8041,0.2271,0.591969,0.078377,0.00046,shear,6.993,104.8947,3.7879,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,5,0.295,True,46.8041,0.234,0.609579,0.077429,0.000452,shear,6.993,104.8947,3.7879,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,6,0.335,False,46.8041,0.2788,0.376357,0.040909,6.2e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,7,0.405,False,46.8041,0.318,0.438168,0.03722,5.8e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,8,0.475,False,46.8041,0.3506,0.494143,0.033532,5.5e-05,shear,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,9,0.545,False,46.8041,0.376,0.544283,0.029844,5.3e-05,bending,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,10,0.585,True,46.8041,0.379,1.026994,0.049926,0.00027,shear,6.993,104.8947,3.7879,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,11,0.595,True,46.8041,0.3818,1.038172,0.048978,0.000265,shear,6.993,104.8947,3.7879,100.0,1.0,0.5827,0.000269,6.0
INF,median,baseline,9.0,12,0.635,False,46.8041,0.3968,0.600173,0.025102,5.1e-05,bending,6.993,104.8947,5.8275,100.0,1.0,0.5827,0.000269,6.0
